review,rating,sentimen,review_clean
GUE pesen LETTERS LETTERS B instead YG dateng C. GAK DIHUBUNGIN NO ANSWER. LAME KAPOK GUE SHOPPING HERE.,1.0,negatif,sen letters letters instead dateng tidak dihubungin no answer lame kapok shopping
L size is small so different at attentio..nya canvas bomber jackets. L size of its fitting to me. And seams neat,1.0,negatif,size small different attentio nya canvas bomber jackets size fitting seams neat
Hhudjfuuf. Utfudgfutufufuhffhjfhchcfhchhcchfhfhuffuffy,5.0,positif,hhudjfuuf utfudgfutufufuhffhjfhchcfhchhcchfhfhuffuffy
"Packing aman dengan bubble wrap dan box, pesanan diterima dalam kondisi baik, expired date panjang",5.0,positif,packing aman bubble wrap box pesan terima kondisi baik expired date panjang
buy here must be given a bonus sample kit. bgt tp week long delivery more fitting when purchasing 11.11. tp gpp already kebayar sm yg mudah2an original products ??,4.0,positif,buy must given bonus sample kit banget week long delivery fitting purchasing gpp already bayar sm mudah original products
Baguusss. Just fitting nympe box destroyed. Perhaps because another package ketumpuk,4.0,positif,baguus fitting nympe box destroyed perhaps another package tumpuk
"buy three broken 2, which was badly damaged krn holes for the charger dislodged. for earpodsnya good condition, tp not durable battery I hope my goods can be exchanged yes seller",2.0,negatif,buy three broken badly damaged holes charger dislodged earpodsnya good condition not durable battery hope goods exchanged yes seller
It takes five days to submit its 2019 expiration.,1.0,negatif,takes five days submit expiration
One of the items is damaged. Do not open the zipper. :(,1.0,negatif,one items damaged not open zipper
Sdh goods received. Less recommendation.,1.0,negatif,goods received less recommendation
Product packaging is very beautiful and certainly,5.0,positif,product packaging beautiful certainly
"However, the box-shaped yet The product inside was intact But what's inside is not damaged. Kerry's delivery is slow Stocks set to several days to come. ",2.0,negatif,however box shaped yet product inside intact inside not damaged kerry delivery slow stocks set several days come
Not yet charged It bounced off the,1.0,negatif,not yet charged bounced
"Fish MMG sbijik mcm in gambaq, MMG mmudahkn ddapoq work mainly in PKP be taking this ... Just soak sat Firma truih ja ... cook ... if MMG can very DKT CNI ... Vacuum try la ...",4.0,positif,fish mmg sbijik mcm gambaq mmg mmudahkn ddapoq work mainly pkp taking soak sat firma truih ja cook mmg dkt cni vacuum try la
It was packed well and the items arrived in great condition. Thank you so much seller. Til next transaction. Thank you...,4.0,positif,packed well items arrived great condition thank much seller til next transaction thank
Ga material nice .... yes to haega much for considering me ... color army mnurut ga sprti army that meant ... mending hair jngan army ... trap ...,2.0,negatif,tidak material nice yes haega much considering color army mnurut tidak sprti army meant mending hair jngan army trap
"Disappointingly, its products NGK corresponding photos, great times, his delivery is very long.",1.0,negatif,disappointingly products ngk corresponding photos great times delivery long
Excellent quality and  Very accommodating seller. Orders arrived before the expected date,4.0,positif,excellent quality accommodating seller orders arrived expected date
Kirain brgnya uh ky flash disk gedenya really small taunya from abroad keep,1.0,negatif,kirain brgnya uh ky flash disk gede really small tau abroad keep
Free standard shipping Standard seller response Standard product price,2.0,negatif,free standard shipping standard seller response standard product price
Misplaced in the picture,1.0,negatif,misplaced picture
"enak dan cepat sampai, terimakasih",5.0,positif,enak cepat terimakasih
Product quality standards,2.0,negatif,product quality standards
"sampe dengan cepat selamat sampe tujuan, pesan jumat sampe nya minggu",5.0,positif,sampe cepat selamat sampe tuju pesan jumat sampe nya minggu
less ugly item,1.0,negatif,less ugly item
"Minta sent blue white pink and white, pink and white'm sent blue and white",1.0,negatif,minta sent blue white pink white pink white sent blue white
The product price is good. Good seller response. Baik.pengepakan product quality goods less well ..,2.0,negatif,product price good good seller response baik epak product quality goods less well
delivery lamaa,2.0,negatif,delivery lamaa
Clear sound is recorded substantially stable,5.0,positif,clear sound recorded substantially stable
JNE is very good and faster than the old JNT nyampe. mksih,1.0,negatif,jne good faster old jnt nyampe mksih
The goods have been received well. Packing safe. Very fast delivery,4.0,positif,goods received well packing safe fast delivery
Black and recive its a good enough condition lng me and her soft cloth seller thanks and thanks nrin ky older ngdeliver,5.0,positif,black recive good enough condition lng soft cloth seller thanks thanks nrin ky older ngdeliver
"Sorry ya ka ko ..soalnnya rich, dry and rich that a little really isinnya ..masih seller nunnggu his answer dr.",1.0,negatif,sorry ka ko soalnnya rich dry rich little really isinnya seller nunnggu answer
..... ...... bounced bounced bounced bounced ..... ..... ..... bounced bounced bounced ..... ..... Mantaaaap .... Betuuuulllll. .... ...... bounced bounced bounced ..... ..... ..... bounced bounced bounced ..... ..... ..... mantul Mantaaaap .. .. Betuuuulllll ....,4.0,positif,bounced bounced bounced bounced bounced bounced bounced mantap betul bounced bounced bounced bounced bounced bounced mantap mantap betul
"selalu langganan di sini, harga terjangkau buat jajanan sehari²
produk berkualitas
terimaksh banyak",5.0,positif,selalu langgan sini harga jangkau buat jajan hari produk kualitas terimaksh banyak
Watch Box should be given as free. This is not worthy of what I paid.,2.0,negatif,watch box given free not worthy paid
Cheaper than offline stores fast delivery exp still 2021,4.0,positif,cheaper offline stores fast delivery exp still
less packaging bagus.jd fitting dbuka lipstick and tutupny terpisah.sebagian broken pd juga.kirain use dg neat box lid.,2.0,negatif,less packaging bagus jadi fitting dbuka lipstick tutupny pisah bagi broken pd kirain use neat box lid
poor quality,1.0,negatif,poor quality
Always nice clothes here shopping satisfied bright colors ..,5.0,positif,always nice clothes shopping satisfied bright colors
bgt happy anyway paketannya already fit together until sekoga wrote this gemezzz product,4.0,positif,banget happy anyway paket already fit together sekoga wrote gemez product
Pretty dresses and earrings. Thank shop nhé,4.0,positif,pretty dresses earrings thank shop nh
Delivery time below expectation,1.0,negatif,delivery time expectation
Brang up .. dah ripped open the lid when he got blusher ... brus pounds,2.0,negatif,brang dah ripped open lid got blusher brus pounds
Fast delivery and good stuff is also not in vain blanja jd here,5.0,positif,fast delivery good stuff also not vain blanja jadi
"Melted chocolate, for the love of people so not good. Next buy a jar hopefully safe and do not melt",2.0,negatif,melted chocolate love people not good next buy jar hopefully safe not melt
Missing screw. What the! Angluluwag screw,1.0,negatif,missing screw angluluwag screw
"Good product quality. Fast delivery, friendly seller. Thank you",4.0,positif,good product quality fast delivery friendly seller thank
"Good real pict, tp ga body fit me .. Ok lah",2.0,negatif,good real pict tidak body fit lah
Awesome awesome product quality CP CP value of the value of awesome awesome service awesome service awesome service awesome awesome CP value of commodity quality,5.0,positif,awesome awesome product quality cp cp value value awesome awesome service awesome service awesome service awesome awesome cp value commodity quality
Ung two different mediums and different design provided for a baby boy. 4packs order just one more girl. Sana because cheap yet inexpensive shipping. Ung case large non lo available because too much size. Another shop large order but just right for my lo.,2.0,negatif,ung two different mediums different design provided baby boy packs order one girl sana cheap yet inexpensive shipping ung case large non kamu available much size another shop large order right kamu
Maganda naman po Fabric Color Black case incorrect order. Blue was !! Good quality but right!,2.0,negatif,maganda naman po fabric color black case incorrect order blue good quality right
Wrong item received Damaged / Defective item Damaged packaging Damaged / Defective item Damaged / Defective item Damaged / Defective item Damaged / Defective item Damaged / Defective item Damaged / Defective item Will not order again Will not order again.ayaw umandar tas ayaw na nilang palitan ito.,1.0,negatif,wrong item received damaged defective item damaged packaging damaged defective item damaged defective item damaged defective item damaged defective item damaged defective item damaged defective item not order not order ayaw umandar tas ayaw na nilang palit ito
"I bought 3 pants in the third and the product description, the seller told you sizenya fit to L tp fact that all three have a different size. plis give us that truth so morbidly disappointed buyers.",1.0,negatif,bought pants third product description seller told sizenya fit fact three different size plis give us truth morbidly disappointed buyers
The response is not good sellers of goods misdirected buy in your nyesel,1.0,negatif,response not good sellers goods misdirected buy nyesel
Small pieces and easily fall more high its kind ever spend,2.0,negatif,small pieces easily fall high kind ever spend
Good product quality is not good delivery speed baik..syg severe product price spatunya,1.0,negatif,good product quality not good delivery speed baik syg severe product price spatunya
"The size is wrong, asked no 33 no 32 reply that comes only",2.0,negatif,size wrong asked no no reply comes
I have received the goods ya..dan jeng jeng..kecil banget..imut malah..?? GPP so using that for container lain..terima love seller,5.0,positif,received goods jeng jeng kecil banget imut malah gpp using container terima love seller
"The delivery time, the goods are damaged first, ga neat packing not dksih bubble wrap",2.0,negatif,delivery time goods damaged first tidak neat packing not dksih bubble wrap
Super worth omg. I am excited to use.,5.0,positif,super worth omg excited use
Good product ..,4.0,positif,good product
Product quality standards. Standard seller response.,2.0,negatif,product quality standards standard seller response
Excellent product quality. Product packaging is very beautiful and certainly,4.0,positif,excellent product quality product packaging beautiful certainly
"Packaging really long time, chat also ga dibales, stitching is also a mess. But yes price gabisa segini expect apa2",2.0,negatif,packaging really long time chat also tidak dibales stitching also mess yes price gabisa gin expect apa
delivery takes 4 days later about it hahahaha shoes also pretty good price ... thanks very recomend seller,5.0,positif,delivery takes days later hahahaha shoes also pretty good price thanks recomend seller
Routine already bought here deh steady buildup my body now so goal after regular consumption of lemon thanks sis :),4.0,positif,routine already bought deh steady buildup body goal regular consumption lemon thanks sis
"Gak diragukan, udah pembelian yg kesekian kali pokokya. sehat dan Sukses terus y sis....",5.0,positif,tidak ragu beli sekian kali pokokya sehat sukses terus sis
Her neat stitches less incongruous with that in art,1.0,negatif,neat stitches less incongruous art
No different from normal sabon..hinulma lang..sayang money ..,1.0,negatif,no different normal sabon hinulma lang sayang money
"Excellent product quality, fast delivery, customer Alhamdulillah like, already the umpteenth time shopping here, ...",4.0,positif,excellent product quality fast delivery customer alhamdulillah like already umpteenth time shopping
"Rice is a good product, but ants in orders was thus deemed not qualified orders over 3 orders of this leave of absence, we would like to eat ants do not eat ants.",1.0,negatif,rice good product ants orders thus deemed not qualified orders orders leave absence would like eat ants not eat ants
thin material,2.0,negatif,thin material
Very poor service by seller.   Seller claims has been shipped but the tracking number did not exist. Made a complaint and she called me to get info and said they were going to call me back. But she didnt. Tak boleh harap lah. ,1.0,negatif,poor service seller seller claims shipped tracking number not exist made complaint called get info said going call back didnt tak harap lah
Buy 2 times Very beautiful stone Very sad Quality good good good good good good good good.,5.0,positif,buy times beautiful stone sad quality good good good good good good good good
Item received today. Functional but full of scratches. Not satisfied with the product received,1.0,negatif,item received today functional full scratches not satisfied product received
x can still purchase BRG. Pi follow very ably seller told press received. Up to today x pn goods delivered that. ??????,1.0,negatif,still purchase barang pi follow ably seller told press received today pn goods delivered
"Mantul ... steady correct, neat packingnya goods okay .... I like ... Thank you....",5.0,positif,mantap steady correct neat packingnya goods okay like thank
can not select which predominantly pink warnanya..maunya,2.0,negatif,not select predominantly pink warna mau
Deducted 2 stars 1. a very slow take up to 10 days in Thailand. 2. Cover analog stick at the edge of town was barely used at all.,2.0,negatif,deducted stars slow take days thailand cover analog stick edge town barely used
"Shop fast delivery, I see what type of 1% ok, so are looking to spend 2% test, hope and good will right up ??????",5.0,positif,shop fast delivery see type looking spend test hope good right
Funny bgt warnanyaaaaa until jugaaaaaaa Mudah2an suitable dipakenyaaaa,4.0,positif,funny banget warna mudah suitable dipakenya
Enak. Renyah. Rasanya pas,5.0,positif,enak renyah rasa pas
Very poor product quality leaking and packing not good..Im very sad to received this product,1.0,negatif,poor product quality leaking packing not good im sad received product
Excellent quality,5.0,positif,excellent quality
I think it banyak??,2.0,negatif,think banyak
Poorly packaged products  Product quality is poor  Are not worth the money Incorrect items,1.0,negatif,poorly packaged products product quality poor not worth money incorrect items
Duh..pas opened his glass turned out to be already broken ... broken ini..kecewa..kaca buy new passport so can not be used ..,1.0,negatif,duh pas opened glass turned already broken broken kecewa kaca buy new passport not used
Quantity of the product is very good. the original product. the price of the product is very good. KecepaatN good delivery,5.0,positif,quantity product good original product price product good kecepaatn good delivery
"How different kak ya? The only thing that I bought last month at this store jg, who bought 2 pieces of it. How different from the packaging huh? Who used to box a little more green then in a plain bottle cap wrote. If new-I message a little yellow box and on the bottle cap logo DAWOOD BIN her. Please explanations kak",2.0,negatif,different kak thing bought last month store jg bought pieces different packaging huh used box little green plain bottle cap wrote new message little yellow box bottle cap logo dawood bin please explanations kak
Poor product quality,1.0,negatif,poor product quality
Product quality standards.,2.0,negatif,product quality standards
"Funny Sendalny exactly like the picture, the response is also fast n friendly seller ... thank you ??",4.0,positif,funny sendalny exactly like picture response also fast friendly seller thank
"Fast packaging, fast delivery, Customer Service Ramaha and fun, the quality of goods according to the price, pocket-friendly prices",4.0,positif,fast packaging fast delivery customer service ramaha fun quality goods according price pocket friendly prices
Packaging was good. However for those who oonline gaming anymore like he's super ml lag. He also just 3G. Camera and falsely in specs andyan screen super turbidity. Then true storage in surplus and slow. Battery heat up quickly and malowbat.,1.0,negatif,packaging good however online gaming anymore like super ml lag also camera falsely specs andyan screen super turbidity true storage surplus slow battery heat quickly baterai lemah
"Goods have been received, by order, packaging safe :)",5.0,positif,goods received order packaging safe
Delivery time bangeet,1.0,negatif,delivery time bangeet
The product quality is excellent. Original.semoga product subscriptions,4.0,positif,product quality excellent original moga product subscriptions
"The message 3 sets, which each holding 3 pc. So I should be able to: 1. 3pc 30ml bottle 2. 3pc 50ml bottle 3. 3pc 100ml bottle  but this is only sent 3 pc. I sent for a rest, but he had to make a new order first and then later the rest were sent. The problem is, I do not want to order any longer.",1.0,negatif,message sets holding pc able pc ml bottle pc ml bottle pc ml bottle sent pc sent rest make new order first later rest sent problem not want order longer
"The material is nice just another distinguished himself Spiderman hot material, small size at the same dibales guns confirmation seller. Ga responsive. The old packaging. Pdhl use gosend tp ga nyampe on the same day krn long in packaging. Other products passable Cool material.",2.0,negatif,material nice another distinguished spiderman hot material small size dibales guns confirmation seller tidak responsive old packaging pdhl use gosend tidak nyampe day long packaging products passable cool material
"Super all .... Quickly arriving safely without any defects, packing super good, very good seller response.",4.0,positif,super quickly arriving safely without defects packing super good good seller response
Look nice. I will be buying some more for my friend. Very good item.,4.0,positif,look nice buying friend good item
"Customers receive not run on local resources, contact the shop without feedback. Proposed information back to customers",1.0,negatif,customers receive not run local resources contact shop without feedback proposed information back customers
Awesome speed of the ship awesome awesome quality merchandise value CP,4.0,positif,awesome speed ship awesome awesome quality merchandise value cp
Hp less fit plug to fit / in a connecting main2 ??????,2.0,negatif,hp less fit plug fit connecting main
There is a bent iron,2.0,negatif,bent iron
Service was just okay seller from the DHL courier is less efficient.,2.0,negatif,service okay seller dhl courier less efficient
"Delivery cepet bangeeeeeet, yesterday afternoon, 18 hr clock SDH goods nyampe poor. Original stuff is really good. Kereeeen ... syukaaaa, thank you very much seller and courier ??",5.0,positif,delivery cepet banget yesterday afternoon hr clock goods nyampe poor original stuff really good keren syuka thank much seller courier
Thank youuu,4.0,positif,thank
Will order again,5.0,positif,order
Many other less common bolt clamps. Glue the glasses was not a single mirissssss,2.0,negatif,many less common bolt clamps glue glasses not single miris
Product quality is ok,2.0,negatif,product quality
Excellent product quality,4.0,positif,excellent product quality
Contact the seller Now you have to improve too slow. Not make customers wait a long time Speed ??of delivery Poor. Poor service from the store.,1.0,negatif,contact seller improve slow not make customers wait long time speed delivery poor poor service store
"Get it now Packed into a well Fast delivery, good taste is worth the very affordable price. This first acquisition But it will come back to buy another course ?????.",4.0,positif,get packed well fast delivery good taste worth affordable price first acquisition come back buy another course
packingan aman,5.0,positif,packingan aman
Sucks the product came and not damaged Light Works,1.0,negatif,sucks product came not damaged light works
Excuse me kk we love 3 times This follows the messenger who NGK incompetent brng play just throwing up its 22 disabled brng we cba fix wrote dsni mudah2an can still thinks ole buyer d ..... Put ya kk could lw outside his d d love bubble jg hardiness let his luggage courier expedition follows the throwing sebrangn,2.0,negatif,excuse kk love times follows messenger ngk incompetent brng play throwing disabled brng cba fix wrote dsni mudah still thinks ole buyer put kk could lw outside love bubble jg hardiness let luggage courier expedition follows throwing sebrangn
Excellent quality,5.0,positif,excellent quality
That side of the border are black. PTT source of relief yet. Overall Okay,2.0,negatif,side border black ptt source relief yet overall okay
Not open those product sield??,2.0,negatif,not open product sield
Nice. Sukaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,5.0,positif,nice suka
"?? seller, fast shipping store many things need to be sure you take a look here thank you thank the seller to ship immediately after payment Seller",4.0,positif,seller fast shipping store many things need sure take look thank thank seller ship immediately payment seller
"cute would charge less than those parts given how I sell to, embarrassing because I like this seller, not to nahiua provide lacking those parts, annoying, kakawalang appetite seller, SA MAG order HERE PLEASE CONSIDER MY REVIEWS FOR NOT THAT DAMAGED DAY NIYO.",1.0,negatif,cute would charge less parts given sell embarrassing like seller not nahiua provide lacking parts annoying kakawalang appetite seller sa mag order please consider reviews not damaged day niyo
"To order the good stuff, fast delivery Thank you",5.0,positif,order good stuff fast delivery thank
"K cooking quality, soft shirt, low price, but sad for delivery k shop right color and texture, wrong color k shop delivery report back to the visitors, giving the neon colors too Choe",2.0,negatif,cooking quality soft shirt low price sad delivery shop right color texture wrong color shop delivery report back visitors giving neon colors choe
Nice green lights can be eaten SIPP Nyala all wkwkwkwkwkwkwwkwk,4.0,positif,nice green lights eaten sipp nyala wkwkwkwkwkwkwwkwk
Misleading product image and feel got cheated by seller,1.0,negatif,misleading product image feel got cheated seller
puas banget belanja disini. Barang cepat sampai.. sesuai gambar.. oke bgt deh pokok nya,5.0,positif,puas banget belanja sini barang cepat sesuai gambar oke banget deh pokok nya
"Nggk poll disappointed as expected, gk be at its helm small glass cetekin narrow seller g response, disappointed poll anyway !!!",2.0,negatif,nggk poll disappointed expected tidak helm small glass cetekin narrow seller response disappointed poll anyway
Very thin material jdi nerawang,2.0,negatif,thin material jdi nerawang
Mmmmmmmmmmmmaaaaaaaaakkkkkkkkkkkkaaaaaaaasssssssssssssiiiiiiiiiiiiiiihhhhhhhhh ya seeeeeeeelllleerrr jakzhaskkzbzjsksjsnnsnshsjaj sbhsbsjskshshsjnsnsnznznznxnnxmxnxkdnsmskdjnskskdmdkkrkrrk,5.0,positif,makasih seleer jakzhaskkzbzjsksjsnnsnshsjaj sbhsbsjskshshsjnsnsnznznznxnnxmxnxkdnsmskdjnskskdmdkkrkrrk
Already received the bag in good condition .. .. .. Thankyou very Satisfied seller .. Shipping was very fast indeed .. ????,5.0,positif,already received bag good condition thankyou satisfied seller shipping fast indeed
"Good product quality, original product, delivery speed is good, packing neatly,",5.0,positif,good product quality original product delivery speed good packing neatly
"Not serve all, but already ngikutin his way on youtube :(",1.0,negatif,not serve already ngikutin way youtube
"Now comes its good stuff, good value fast speeds to deliver the good Kaaaaaa. Will buy again Rgaaaaaaaaaaaaaaaaaa.",4.0,positif,comes good stuff good value fast speeds deliver good ka buy rga
Good stuff anyway .. solid ... kdd tp create a pity that nyemprot g function. UDH try praktekin as recommended by the admin. Tp ttp ga bs. Unfortunately ak take our non warranty. Jdagak hard makenyq Krn dousing ga function.,2.0,negatif,good stuff anyway solid kdd create pity nyemprot function try praktekin recommended admin ttp tidak unfortunately ak take non warranty jdagak hard makenyq dousing tidak function
",,, nice sandals to order",5.0,positif,nice sandals order
"Alhamdulillah, until safely Thanks seller ????????????????????????????????????????????????????????????????????????????????",5.0,positif,alhamdulillah safely thanks seller
Pengiriman Cepat. Packing sangat baik dan aman. Expired masih panjang.,5.0,positif,kirim cepat packing sangat baik aman expired panjang
Normal value CP Liangsi Yaoshou bright A zoom effect for people who wear thin thin,2.0,negatif,normal value cp liangsi yaoshou bright zoom effect people wear thin thin
Shipping very fast. Inexpensive but good quality It's actually a very pleasant son. Tell friends to buy this ????????????.,4.0,positif,shipping fast inexpensive good quality actually pleasant son tell friends buy
Good product quality. The product price is very good. Delivery speed is very good.,5.0,positif,good product quality product price good delivery speed good
Incorrect delivery form,2.0,negatif,incorrect delivery form
cepat sampainya dan isinya oke,5.0,positif,cepat sampai isi oke
The long wait is not much Do not expect a product that is very cheap. But I do not think this is a quality product. Line has not done yet.,1.0,negatif,long wait not much not expect product cheap not think quality product line not done yet
"Sorry, just to love .. votes Sdh trying ... guess its date ... tasty, sweet tp ga ga rather loud too manis..kurmanya benyek..n sukaaa sy ... Thanks seller, shopee n courier ...",5.0,positif,sorry love votes trying guess date tasty sweet tidak tidak rather loud manis kurma benyek suka thanks seller shopee courier
"Harga kaki lima, rasa bintang lima, pelayanan bintang tujuh",5.0,positif,harga kaki lima rasa bintang lima layan bintang tujuh
"Promised delivery, etc. for several days ~ There will be noise ?",2.0,negatif,promised delivery etc several days noise
"Who fit only 2 rose ngepres bgttttt L ..kirain fit normal size small turns bgt, even fit into my son's mouth 7th tp age anyway commensurate price sma",1.0,negatif,fit rose ngepres banget kirain fit normal size small turns banget even fit son mouth th age anyway commensurate price sma
"His dear dirty and faded, but with the price that much okay",2.0,negatif,dear dirty faded price much okay
Rude seller re mga items Hindi ngrereply,1.0,negatif,rude seller mga items hindi ngrereply
order goods can be cheap .... order rm15.00 .... can be rm7.00,1.0,negatif,order goods cheap order rm rm
Product quality temporary,2.0,negatif,product quality temporary
"Nyesel buy, it turns out her slippery material, must pke inner ?? While the seller says gk slippery ??",1.0,negatif,nyesel buy turns slippery material must pke inner seller says tidak slippery
He's okay for the price. Big size ?? him. I have done me naideliverd damaged. Better check first seller.,2.0,negatif,okay price big size done naideliverd damaged better check first seller
"Mascara Eyelash length dark good price, good value too. The trial was not To repeat course Pack the goods well Every piece has a shockproof Transmission of sensitive good ????????",4.0,positif,mascara eyelash length dark good price good value trial not repeat course pack goods well every piece shockproof transmission sensitive good
Product quality standards,2.0,negatif,product quality standards
"good goods, the seller very fast response. jg delivery fast. thank you..,",5.0,positif,good goods seller fast response jg delivery fast thank
Pink has a black line is not up to standard.,1.0,negatif,pink black line not standard
Goods already sampeee safely. No defects at all Delivery middling not so long .. Hopefully bener2 wateprof yaa. Thanks,5.0,positif,goods already sampe safely no defects delivery middling not long hopefully bener wateprof yaa thanks
Love the colors that fit with excellent product quality taste. The original product.,5.0,positif,love colors fit excellent product quality taste original product
"tks ya barang dah di trma respon dan proses cepat order tgl 30 qoril pukul 15 wib smp tgl 2 mei pukul 09.00 rasanya nyumiiiiiii, kurir juga oke",5.0,positif,tks barang dah trma respon proses cepat order tgl qoril pukul wib smp tgl mei pukul rasa nyumi kurir oke
enak banget pasti order lagi,5.0,positif,enak banget order
"Thanks kaaa lucuuu her panties, akusuka akusuka",4.0,positif,thanks ka lucu panties akusuka akusuka
Sent wrong flex cable.  Ordered for iPhone 5 but delivered iPhone 5S flex cable.  Poor service.  Don't buy.,1.0,negatif,sent wrong flex cable ordered iphone delivered iphone flex cable poor service buy
Awesome awesome speed of delivery of goods quality,5.0,positif,awesome awesome speed delivery goods quality
The product quality is not good. Ask fanta d send pink,1.0,negatif,product quality not good ask fanta send pink
Of 6 power bank only 3 power cord bank that could digunakan.mungkin bs future please check and confirmed that bs dipakai.trimakasih,2.0,negatif,power bank power cord bank could guna mungkin future please check confirmed pakai trimakasih
Arrival of lama..tpi thanks krn thinks uda,2.0,negatif,arrival lama tpi thanks thinks uda
"Too bad, smelling the Melaleuca oil k that is full of chemicals and applied to the skin very hot, k must smell mild and cool the skin as melaleuca oil damage",1.0,negatif,bad smelling melaleuca oil full chemicals applied skin hot must smell mild cool skin melaleuca oil damage
"Sy size small message, really big Sent. Thorough gan dong",1.0,negatif,size small message really big sent thorough gan dong
Product quality standards .. Ukr disharmonious order smallness,1.0,negatif,product quality standards ukr disharmonious order smallness
"Slow delivery, poor quality",1.0,negatif,slow delivery poor quality
L but very small for a guy,1.0,negatif,small guy
Product quality is very good Delivery very good True color is darker pink in love very fast delivery very good.,4.0,positif,product quality good delivery good true color darker pink love fast delivery good
"Packing good, packaging but, quickly until ....  But....  The soap was too thick, when in the shake was not frothy and somewhat smelly herbs. Different as soap HN",1.0,negatif,packing good packaging quickly soap thick shake not frothy somewhat smelly herbs different soap hn
Solatip broke underneath me. Another time fi check his luggage. I was very disappointed :(,2.0,negatif,solatip broke underneath another time fi check luggage disappointed
The products do not work in the former bilangin baik..bukan mobil..malah use this car even run away cet ny car ..,1.0,negatif,products not work former bilangin baik bukan mobil malah use car even run away cet ny car
Damaged / Defective item Will not order again,1.0,negatif,damaged defective item not order
Ancur leaking .... until exhausted his dlm,2.0,negatif,hancur leaking exhausted dlm
Products being sent instead of the goods requested. Sellers also do not touch.,1.0,negatif,products sent instead goods requested sellers also not touch
"poor quality, hard paste, delivery super-long, extremely advised not to buy",1.0,negatif,poor quality hard paste delivery super long extremely advised not buy
"GA SENT ORDERS FULL, ASK her responsibilities even DIEM AJA, DISAPPOINTED !!! HEART HEART MANY MESSAGES KLO, GA SENT LENGAP",1.0,negatif,tidak sent orders full ask responsibilities even diem aja disappointed heart heart many messages klo tidak sent lengap
Goods already landed safely sdikitpun blisters ...... not substantially mantul ad deh ...... makasiihhh gaann,4.0,positif,goods already landed safely sdikitpun blisters not substantially mantap ad deh makasiih gaann
OK quality,2.0,negatif,quality
"Fast delivery, out of my expectation, quality not bad with cheap price..",2.0,negatif,fast delivery expectation quality not bad cheap price
Item is ok. but coordination of seller to buyer is poor:-( double check the items not only once before sending out to courier.,2.0,negatif,item coordination seller buyer poor double check items not sending courier
Product quality temporary,2.0,negatif,product quality temporary
Good value for money,4.0,positif,good value money
The product quality is excellent. The original product as expected. Price is pretty good. Star seller trustworthy!,5.0,positif,product quality excellent original product expected price pretty good star seller trustworthy
It  fits but too short and small,1.0,negatif,fits short small
Awesome awesome speed of delivery of goods quality,5.0,positif,awesome awesome speed delivery goods quality
Data ga bsa kebaca ..,1.0,negatif,data tidak baca
"Actually I chose black .. But because I forgot not provide color selection Gppa be sent brown .. .. But .. In the description Boss hugo boss wallet, but who came huco boss boss ..",2.0,negatif,actually chose black forgot not provide color selection gppa sent brown description boss hugo boss wallet came huco boss boss
Stickers DAPT was good and a lot for his price was cheap,4.0,positif,stickers dapt good lot price cheap
"It fits very nice, the quality is really good too, however even tho i order the same size the black one fits really good than the white one, the white one seems a bit more stretchable than the other. Overall everythings worth it ??????",5.0,positif,fits nice quality really good however even tho order size black one fits really good white one white one seems bit stretchable overall everything worth
"Edannnnnn bgtttt . Enak sekali , seller ramah dan responsif. Makasih banget bonusnya. Sukses terus ya!",5.0,positif,edan banget enak sekali seller ramah responsif makasih banget bonus sukses terus
"Received a text message informing shrimp goods have been to the store, I went to pick up, the clerk said no. Private hearing you, you said you would deal with, to deal with when? Finally arrive to say about 3/10, I face you book private, you do not read do not go back, I can only comment on your face book community, the results you block me !!!",1.0,negatif,received text message informing shrimp goods store went pick clerk said no private hearing said would deal deal finally arrive say face book private not read not go back comment face book community results block
"order to recieve.,., ok na ung quality., .. kala q ung socks 10pcs., 1pcs lng. ,, by d way u ok",2.0,negatif,order recieve na ung quality kala ung socks pcs pcs lng way
Delivered a wrong size..,1.0,negatif,delivered wrong size
Please packing'a improved,2.0,negatif,please packing improved
Those small sizes for 2 yrs old. 3-4 yrs old po indicate. More good fit. The kasyahin q. Ung nka properly pack all the shirts nsa JNT that just wlang plastic pouch,2.0,negatif,small sizes yrs old yrs old po indicate good fit kasyahin ung nka properly pack shirts nsa jnt wlang plastic pouch
"Good jahian rapii Cool material good chat within their size and response, twrima love Laain wajktu definitely order again   Thin",1.0,negatif,good jahian rapi cool material good chat within size response twrima love laain wajktu definitely order thin
Delivery took time and seller was of no help,2.0,negatif,delivery took time seller no help
Getting wifi too weak,1.0,negatif,getting wifi weak
there he earned taunya goods ga,1.0,negatif,earned tau goods tidak
The product quality is not good. The products do not original.,1.0,negatif,product quality not good products not original
"??gk function deh jdny, should be moved to the bottle sblmny ..",2.0,negatif,tidak function deh jdny moved bottle sblmny
Dont trus this seller..this my 3rd times he doing the same things..he not send all my order..so i have to make another order so he can post my missing item..but this too much..total my missing item 5. Before this just 1or 2 my item missing so i guest maybe not seller problem..but this time i really,1.0,negatif,dont terus seller rd times things not send order make another order post missing item much total missing item item missing guest maybe not seller problem time really
